TYPE,NUM,INFORMATIONLOSS
count_filter_income_eq_lt50k_adult,22654,0.0
count_filter_income_eq_lt50k_adult_mondrian_5,22090,0.024896265560165998
count_filter_income_eq_lt50k_adult_OLA_5,22654,0.0
count_filter_income_eq_lt50k_adult_flash_5_0,22654,0.0
count_filter_income_eq_lt50k_adult_flash_5_0_Age,0,1.0
count_filter_income_eq_lt50k_adult_flash_5_0_Workclass,22654,0.0
count_filter_income_eq_lt50k_adult_flash_5_0_SalaryClass,22654,0.0
count_filter_income_eq_lt50k_adult_flash_5_0_CombinedWorkAgeSalary,0,1.0
count_filter_income_eq_lt50k_adult_flash_5_4,22005,0.028648362320120024
count_filter_income_eq_lt50k_adult_flash_5_4_Age,22215,0.019378476207292272
count_filter_income_eq_lt50k_adult_flash_5_4_Workclass,21995,0.02908978546834995
count_filter_income_eq_lt50k_adult_flash_5_4_SalaryClass,22005,0.028648362320120024
count_filter_income_eq_lt50k_adult_flash_5_4_CombinedWorkAgeSalary,22169,0.021409022689149793
count_filter_income_eq_lt50k_adult_flash_5_8,21085,0.06925929195727021
count_filter_income_eq_lt50k_adult_flash_5_8_Age,21184,0.06488920278979426
count_filter_income_eq_lt50k_adult_flash_5_8_Workclass,21085,0.06925929195727021
count_filter_income_eq_lt50k_adult_flash_5_8_SalaryClass,21085,0.06925929195727021
count_filter_income_eq_lt50k_adult_flash_5_8_CombinedWorkAgeSalary,21466,0.05244107000971132
count_filter_income_eq_lt50k_adult_flash_5_12,20758,0.0836938289043877
count_filter_income_eq_lt50k_adult_flash_5_12_Age,20546,0.0930519996468615
count_filter_income_eq_lt50k_adult_flash_5_12_Workclass,20905,0.0772049086254083
count_filter_income_eq_lt50k_adult_flash_5_12_SalaryClass,20758,0.0836938289043877
count_filter_income_eq_lt50k_adult_flash_5_12_CombinedWorkAgeSalary,20657,0.0881522027015097
count_filter_income_eq_lt50k_adult_flash_5_16,20758,0.0836938289043877
count_filter_income_eq_lt50k_adult_flash_5_16_Age,19460,0.14099055354462786
count_filter_income_eq_lt50k_adult_flash_5_16_Workclass,19962,0.11883111150348724
count_filter_income_eq_lt50k_adult_flash_5_16_SalaryClass,20758,0.0836938289043877
count_filter_income_eq_lt50k_adult_flash_5_16_CombinedWorkAgeSalary,19347,0.14597863511962572
count_filter_income_eq_lt50k_adult_flash_5_20,20758,0.0836938289043877
count_filter_income_eq_lt50k_adult_flash_5_20_Age,18667,0.17599540919925838
count_filter_income_eq_lt50k_adult_flash_5_20_Workclass,19962,0.11883111150348724
count_filter_income_eq_lt50k_adult_flash_5_20_SalaryClass,20758,0.0836938289043877
count_filter_income_eq_lt50k_adult_flash_5_20_CombinedWorkAgeSalary,18449,0.18561843383067012
count_filter_income_eq_lt50k_adult_mondrian_10,21477,0.051955504546658426
count_filter_income_eq_lt50k_adult_OLA_10,0,1.0
count_filter_income_eq_lt50k_adult_flash_10_0,22654,0.0
count_filter_income_eq_lt50k_adult_flash_10_0_Age,0,1.0
count_filter_income_eq_lt50k_adult_flash_10_0_Workclass,22654,0.0
count_filter_income_eq_lt50k_adult_flash_10_0_SalaryClass,22654,0.0
count_filter_income_eq_lt50k_adult_flash_10_0_CombinedWorkAgeSalary,0,1.0
count_filter_income_eq_lt50k_adult_flash_10_4,22024,0.027809658338483256
count_filter_income_eq_lt50k_adult_flash_10_4_Age,22416,0.010505870927871475
count_filter_income_eq_lt50k_adult_flash_10_4_Workclass,22026,0.027721373708837316
count_filter_income_eq_lt50k_adult_flash_10_4_SalaryClass,22024,0.027809658338483256
count_filter_income_eq_lt50k_adult_flash_10_4_CombinedWorkAgeSalary,0,1.0
count_filter_income_eq_lt50k_adult_flash_10_8,20969,0.07437980047673698
count_filter_income_eq_lt50k_adult_flash_10_8_Age,21494,0.0512050851946676
count_filter_income_eq_lt50k_adult_flash_10_8_Workclass,21107,0.06828816103116453
